ingrediente,departamento,municipio,topografia,textura_de_suelo,epoca_recoleccion,altura_corte_cm,altura_planta_cm,edad_corte_d,proteina,ceniza,extracto_etereo,FDN,FDA,lignina,hemicelulosa,almidon,carbohidratos_noes,carbohidratos_solubles,digestibilidad_ms,energia_digestible,energia_metabolizable,energia_neta_manten,energia_neta_ganancia,energia_neta_lactancia
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,97.2,42,7.81,9.21,1.81,66.24,35.5,8.09,30.74,7.02,8.43,1.41,54.56,2.22,1.75,0.91,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,87.8,42,7.31,10.41,1.56,65.1,33.37,8,31.73,8.68,10.65,1.97,54.84,2.22,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,136,42,7.2,11.39,1.22,66.56,34.57,8.9,31.99,9.22,10.67,1.45,54.37,2.19,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,106.8,42,6.97,8.11,1.69,65.44,35.01,7.75,30.43,6.78,8.15,1.37,54.05,2.19,1.72,0.89,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,92,42,7.2,9.05,1.78,67,37.71,8.7,29.29,6.72,8.87,2.15,53.38,2.17,1.7,0.86,0.32,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,76.6,42,8.15,8.55,1.81,66.3,38.03,8.39,28.27,6.29,7.59,1.3,54.04,2.21,1.72,0.89,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,77.2,42,6.62,7.34,1.76,69.86,40.18,8.91,29.68,6.28,7.35,1.06,52.14,2.13,1.65,0.81,0.27,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,68,42,5.91,9.93,1.72,68.48,37.52,9.58,30.96,6.58,8.63,2.05,52.41,2.11,1.66,0.82,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,56.2,42,8.65,10.65,2.03,65.22,35.16,8.38,30.06,5.66,7.5,1.84,55.34,2.25,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,91.8,42,8.1,11.68,1.66,66.25,35.6,8.79,30.65,7.34,9.2,1.86,54.76,2.21,1.75,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,117.8,42,6.34,8.29,1.7,69.37,37.45,8.79,31.92,7.02,9.29,2.26,52.78,2.14,1.67,0.83,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,97,42,6.46,10.2,1.56,67.6,36.18,8.84,31.42,7.22,9.3,2.08,53.27,2.14,1.69,0.86,0.31,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,113.8,42,7.33,7.33,1.36,67.24,36.73,8.56,30.51,8.99,11.25,2.26,53.79,2.18,1.71,0.88,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,136,42,6.64,6.85,1.36,67.34,35.34,8.2,32,8.45,10.18,1.73,53.68,2.18,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,96.8,42,7.54,8.51,1.42,67.17,36.53,8.5,30.64,7.15,9.25,2.1,54.02,2.18,1.72,0.89,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,88.8,42,6.91,9.29,1.76,68.06,36.9,8.43,31.16,6.46,6.86,0.4,53.4,2.19,1.7,0.86,0.32,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,89,42,7.07,9.3,1.75,68.36,37.06,8.87,31.3,7.33,9.08,1.76,53.48,2.17,1.7,0.86,0.32,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,124.8,42,6.82,8.42,1.54,67.39,36.94,8.89,30.45,7.94,10.04,2.09,53.32,2.16,1.7,0.86,0.32,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86,42,6.3,8.9,1.68,67.55,36.55,9.05,31,7.55,10.53,2.98,53.03,2.14,1.68,0.85,0.31,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,115,42,7.6,10.44,1.3,68.29,37.39,8.92,30.9,8.22,10.5,2.28,53.8,2.17,1.71,0.88,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,70,42,6.87,9.37,1.76,68.5,35.85,8.9,32.65,4.66,5.59,0.93,53.7,2.18,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,135.6,42,8.22,10.94,1.88,66.35,34.71,8.61,31.64,6.76,8.55,1.79,55.14,2.24,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102.4,42,6.77,11.18,1.99,66.92,33.85,8.27,33.07,7.77,8.79,1.02,54.25,2.19,1.73,0.89,0.35,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,87.8,42,7.93,11.03,1.67,65.31,34.91,8.39,30.4,6.09,7.22,1.14,54.85,2.22,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,145,42,6.66,8.4,1.42,66.95,34.98,8.36,31.97,8.18,9.85,1.67,53.81,2.17,1.72,0.88,0.34,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,84.8,42,7.86,9.41,1.62,65.46,35.06,8.45,30.4,7.63,9.23,1.59,54.74,2.22,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104.6,42,7.49,10.64,1.79,66.65,35.1,8.46,31.55,6.39,7.77,1.38,54.43,2.2,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102.8,42,7.1,7.79,1.42,67.55,36.33,8.4,31.22,8.2,10.45,2.25,53.74,2.17,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,92.8,42,8.46,10.83,1.61,64.47,33.58,8.05,30.89,6.61,8.47,1.86,55.69,2.25,1.79,0.95,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,76.4,42,7.95,10.53,1.81,66.09,34.05,8.22,32.04,7.45,8.45,1,55.13,2.23,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,75.8,42,7.37,9.65,1.84,67.58,36.57,8.93,31.01,5.45,7.64,2.2,53.88,2.19,1.72,0.88,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,81,42,6.56,8.59,1.28,70.58,39.54,9.62,31.04,8.03,9.58,1.56,52.29,2.11,1.65,0.82,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,70.6,42,7.16,9.2,1.85,67.15,34.37,8.68,32.78,5.25,6.92,1.66,54.4,2.21,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,122.6,42,7.48,8.9,1.39,66.08,34.71,8.38,31.37,7.7,9.71,2.01,54.55,2.2,1.75,0.91,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,159.6,42,8.16,11.21,1.64,63.66,31.72,7.92,31.94,7.86,8.45,0.59,56.04,2.27,1.81,0.97,0.42,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,63.4,42,6.06,7.17,1.4,70.3,40.37,9.5,29.93,6.8,8.8,2,51.63,2.1,1.63,0.79,0.25,1.03
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,61,42,6.72,8.12,1.39,69.69,38.29,9.44,31.4,7.77,10.81,3.05,52.81,2.12,1.67,0.84,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,94.6,42,7.42,10.14,1.61,67.74,35.78,8.81,31.96,7.03,8.63,1.6,54.16,2.19,1.73,0.89,0.35,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,126.8,42,7.69,10.84,1.6,66.26,35.05,8.35,31.21,7.12,9.15,2.03,54.61,2.21,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86.6,42,7.03,9,1.51,69.33,38.96,9.06,30.37,7.65,10.19,2.54,52.85,2.13,1.68,0.84,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,74.6,42,7.78,8.97,1.79,66.72,36.17,8.42,30.55,5.57,7.55,1.98,54.33,2.21,1.74,0.9,0.35,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,93,42,6.76,9.95,1.73,68.1,36.55,9.1,31.55,4.89,6.11,1.22,53.39,2.17,1.7,0.86,0.32,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,64.6,42,7.29,9.72,1.55,67.28,36.41,9,30.87,6.97,9.02,2.05,53.86,2.17,1.72,0.88,0.34,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86.6,42,8.39,10.49,1.38,64.13,34.07,8.08,30.06,7.65,9.94,2.29,55.48,2.24,1.78,0.94,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,133.2,42,7.57,11.35,1.73,65.43,32.63,7.82,32.8,7.7,7.95,0.26,55.28,2.26,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,65,42,8.12,9.1,1.9,64.67,35.35,7.92,29.32,6.53,8.03,1.5,54.86,2.23,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,71.4,42,7.2,10.45,1.5,67.65,37.01,9.2,30.64,8.15,10.49,2.34,53.6,2.17,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,82,42,6.84,8.69,1.87,68.31,37.27,8.67,31.04,5.79,7.29,1.5,53.23,2.17,1.69,0.85,0.31,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,59.6,42,6.82,7.68,1.25,69.4,38.19,9.03,31.21,7.97,10.57,2.61,52.93,2.13,1.68,0.84,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,74.8,42,6.65,7.99,1.75,66.27,32.94,7.83,33.33,7.44,9.5,2.06,54.44,2.22,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,95,42,7.58,9.75,1.71,67.77,37.52,8.74,30.25,6.49,8.66,2.17,53.74,2.17,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104.8,42,6.54,9.58,1.49,68.54,37.34,9.16,31.2,6.77,9.49,2.72,52.97,2.13,1.68,0.84,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,126.2,35,10.21,10.53,1.8,64.09,36.19,7.01,27.9,7,8.06,1.06,56.26,2.31,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,126.6,35,9.97,9.05,1.76,65.8,35.51,7.8,30.29,6.13,6.23,0.1,56.29,2.32,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,126,35,8.8,7.99,1.54,62.91,33.2,7.43,29.71,10.29,12.46,2.17,56.08,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,71,35,9.48,12.35,1.9,62.02,33.3,7.67,28.72,8.67,10.22,1.55,56.59,2.3,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103.2,35,8.11,11.74,1.61,65.58,35.53,8.5,30.05,4.72,6.63,1.91,54.79,2.21,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,141.2,35,9.82,7.84,1.46,63.85,34.12,7.33,29.73,8.05,9.41,1.35,56.6,2.3,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,119.6,35,8.64,11.22,1.51,64.39,33.51,8.52,30.88,4.65,6.17,1.53,55.85,2.25,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,108.4,35,7.05,7.74,1.47,65.87,35.64,8.03,30.23,9.74,13.01,3.27,53.91,2.18,1.72,0.88,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,121.8,35,9.76,11.65,1.8,62.51,32.74,7.17,29.77,9.14,10.41,1.27,56.99,2.33,1.85,1,0.45,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,119.4,35,8.48,8.19,1.38,63.68,34.51,7.15,29.17,7.42,9.51,2.09,55.41,2.24,1.78,0.94,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,138.8,35,8.98,12.58,1.87,64.34,34.53,7.52,29.81,7.68,9.33,1.65,55.8,2.27,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,128,35,7.85,9.02,1.6,66.17,36.23,7.98,29.94,7.95,9.27,1.32,54.37,2.21,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,135.4,35,10.48,10.66,1.73,65.16,36.49,7.51,28.67,6.74,7.39,0.65,56.38,2.32,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,148.8,35,10.08,8.25,1.57,65.19,35.59,7.14,29.6,7.24,9.04,1.8,56.35,2.32,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,142.4,35,8.55,10.78,1.7,67.42,38.14,8.06,29.28,6.22,7.36,1.14,54.32,2.21,1.74,0.9,0.35,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,114.2,35,7.27,9.18,1.81,68.62,39.39,8.99,29.23,5.01,6.12,1.11,52.91,2.16,1.68,0.84,0.3,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,129,35,9.37,9.46,1.82,64.8,35.42,7.42,29.38,6.89,8.13,1.24,55.84,2.28,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,162.2,35,7.15,9.32,1.74,65.96,33.55,8.04,32.41,6.01,6.13,0.12,54.65,2.23,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,123,35,8.02,8.74,1.59,64.57,34.22,7.38,30.35,7.24,9.77,2.53,55.14,2.24,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,128,35,7.16,8.56,1.49,65.73,35.18,8.11,30.55,9.29,11.95,2.66,54.15,2.18,1.73,0.89,0.35,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,122.6,35,10.13,11.25,1.7,62.17,33.19,6.49,28.98,9.28,11.18,1.9,57.14,2.32,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,109.2,35,8.78,9.15,1.7,65.93,36.43,8.09,29.5,6.15,6.73,0.58,55.05,2.26,1.77,0.93,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99,35,7.36,7.27,1.4,67.07,36.07,8.24,31,8.45,11.15,2.7,54.03,2.19,1.72,0.89,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103.6,35,9.68,11.46,1.49,64.08,34.24,8.06,29.84,8.29,9.25,0.96,56.45,2.3,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,118.8,35,10.23,9.94,1.72,62.79,33.06,7.3,29.73,8.32,10.5,2.18,57.27,2.32,1.86,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,106.8,35,9.27,9.92,1.73,64.43,34.15,7.26,30.28,6.73,9.08,2.35,56.16,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103.8,35,8.24,8.68,1.63,65.9,36.15,8.36,29.75,6.09,7.81,1.72,54.7,2.23,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,113.8,35,8.99,9.85,1.31,64.87,34.25,7.22,30.62,6.87,8.25,1.38,55.9,2.26,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,108,35,8.08,8.65,1.58,62.56,33.03,7.31,29.53,8.41,10.82,2.41,55.56,2.25,1.79,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99,35,9.13,10.17,1.76,62.38,32.28,7.29,30.1,7.43,10.04,2.6,56.63,2.29,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104.4,35,8.04,9.58,1.63,64.39,34.51,7.74,29.88,7.56,10.19,2.63,55.06,2.23,1.77,0.93,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104,35,8.28,10.91,1.92,63.86,33.67,8.21,30.19,6.66,8.2,1.54,55.52,2.25,1.78,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,64.4,35,8.16,11.03,1.97,66.15,35.87,9.02,30.28,5.67,6.47,0.8,54.73,2.22,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,85.6,35,7.86,9.42,1.89,65.66,34.53,8.45,31.13,6.92,8.76,1.84,54.91,2.23,1.76,0.92,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,101.8,35,9.14,10.33,1.72,65.2,34.96,7.53,30.24,6.83,8.05,1.22,55.8,2.28,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,96.8,35,9.3,9.42,1.73,63.69,34.62,7.28,29.07,8.08,9.65,1.56,56.03,2.29,1.81,0.97,0.42,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99,35,9.23,10.54,1.53,63.4,33.73,7.74,29.67,8.28,9.78,1.49,56.26,2.27,1.82,0.97,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,96.8,35,9,9.9,1.67,66.06,36.11,8.02,29.95,7.52,9.24,1.71,55.32,2.26,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,70.6,35,8.31,10.01,1.81,66.02,37.45,7.65,28.57,5.57,6.79,1.22,54.35,2.21,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,89.6,35,6.92,7.36,1.34,68.12,37.79,8.2,30.33,8.56,11.41,2.85,53.13,2.15,1.69,0.85,0.31,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,61.4,35,7.25,12.12,2.03,66.34,38.06,8.54,28.28,4.26,5.96,1.7,53.31,2.14,1.69,0.86,0.32,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99.4,35,7.85,9.61,1.55,65.24,34.37,7.52,30.87,9.84,11.32,1.48,54.95,2.23,1.76,0.92,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,60.4,35,7.74,9.08,2.22,67.89,37.07,7.97,30.82,5.56,6.59,1.04,54.01,2.22,1.72,0.89,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,113.4,35,8.42,10.72,1.41,65.72,35.1,8.42,30.62,6.73,9.01,2.28,55.18,2.21,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,84.4,35,7.97,10.11,1.57,66.22,37.17,8.58,29.05,7.02,9.63,2.6,54.17,2.19,1.73,0.89,0.35,1.09
