subregion,periodo,municipio,area_total,area_produccion,volumen_produccion
Norte,2010,Toledo,1003.6,978.6,1467.9
Occidente,2010,Uramita,1271,1166,932.8
Suroeste,2010,Urrao,1189,1080,1404
Norte,2010,Valdivia,30,10,3.8
Suroeste,2010,Valparaiso,506,428,642
Nordeste,2010,Vegachí,525,338,304.2
Suroeste,2010,Venecia,686.2,582.5,1165
Nordeste,2010,Yalí,321,263,131.5
Norte,2010,Yarumal,339.4,244.4,268.8
Nordeste,2010,Yolombó,1875,1707,1707
Oriente,2011,Abejorral,3959,3271,2044.4
Occidente,2011,Abriaquí,148.5,136.3,114.5
Oriente,2011,Alejandría,709,640,768
Suroeste,2011,Amagá,655.8,635.3,953
Nordeste,2011,Amalfi,1926,1453.5,1308.2
Suroeste,2011,Andes,10812,5490,7137
Suroeste,2011,Angelópolis,635,615,307.5
Norte,2011,Angostura,1355,1110,1387.5
Nordeste,2011,Anorí,359,244,268.4
Occidente,2011,Anzá,1539.5,903.6,994
Oriente,2011,Argelia,2100,1950,1092
Occidente,2011,Armenia,787.7,787.7,886.2
Valle de Aburra,2011,Barbosa,1463.9,1310,2620
Valle de Aburra,2011,Bello,211,208,187.2
Suroeste,2011,Betania,6796,6396,7995
Suroeste,2011,Betulia,5760,5172,10344
Norte,2011,Briceño,661.6,542.6,705.4
Occidente,2011,Buriticá,1073,142,198.8
Occidente,2011,Caicedo,1391,1130,1271.3
Valle de Aburra,2011,Caldas,236,198,237.6
Norte,2011,Campamento,250.1,193.9,193.9
Occidente,2011,Cañasgordas,3209,2081,1935.3
Magdalena Medio,2011,Caracolí,55,40,20
Suroeste,2011,Caramanta,1506,1386,1386
Norte,2011,Carolina,3,3,3.6
Nordeste,2011,Cisneros,246,246,147.6
Suroeste,2011,Ciudad Bolívar,10528,7214,8656.8
Oriente,2011,Cocorná,1386,1234,740.4
Oriente,2011,Concepción,148,107,133.8
Suroeste,2011,Concordia,6787.7,4459,7803.3
Valle de Aburra,2011,Copacabana,142,90,63
Occidente,2011,Dabeiba,2044,1884,1318.8
Norte,2011,Don Matías,197,156,136.5
Occidente,2011,Ebéjico,2105,2105,1473.5
Oriente,2011,El Carmen De Viboral,305,90,72
Oriente,2011,El Peñol,592.9,348.9,453.6
Oriente,2011,El Retiro,274,189,283.5
Suroeste,2011,Fredonia,2312.5,2030.4,4060.8
Occidente,2011,Frontino,990,770.3,577.7
Occidente,2011,Giraldo,765.3,713.3,784.6
Valle de Aburra,2011,Girardota,362.9,350.9,350.9
Norte,2011,Gómez Plata,816,676,540.8
Oriente,2011,Granada,962,942,235.5
Oriente,2011,Guatapé,50,45,29.7
Occidente,2011,Heliconia,1244.8,1121.8,1054.5
Suroeste,2011,Hispania,672.5,375.5,563.3
Norte,2011,Ituango,3177.7,2809.1,2752.9
Suroeste,2011,Jardín,1856,790,1264
Suroeste,2011,Jericó,1942,1644,2466
Oriente,2011,La Ceja,449,419,419
Valle de Aburra,2011,La Estrella,70,70,101.5
Occidente,2011,Liborina,1554,1345,2017.5
Magdalena Medio,2011,Maceo,293,283,169.8
Oriente,2011,Marinilla,20,15,15
Valle de Aburra,2011,Medellín,1081,1058,846.4
Suroeste,2011,Montebello,1910,1706,1876.6
Oriente,2011,Nariño,2949,2799,5598
Occidente,2011,Olaya,370,293,293
Occidente,2011,Peque,1304,1001,1141.1
Suroeste,2011,Pueblorrico,1620.2,1404.5,1755.6
Occidente,2011,Sabanalarga,1491,796,995
Valle de Aburra,2011,Sabaneta,74,65,97.5
Suroeste,2011,Salgar,6991.9,5818.6,11055.3
Norte,2011,San Andrés De Cuerquia,965.3,755,664.4
Oriente,2011,San Carlos,2039,1695,2542.5
Oriente,2011,San Francisco,97,37,37
Occidente,2011,San Jerónimo,621,568,1136
Oriente,2011,San Luis,23,0,0
Oriente,2011,San Rafael,1108.5,1108.5,526.5
Nordeste,2011,San Roque,1152.9,774.9,746.2
Suroeste,2011,Santa Bárbara,2684.4,2405.1,3607.7
Occidente,2011,Santa Fe De Antioquia,1810,1810,2624.5
Norte,2011,Santa Rosa De Osos,1095,553,796.3
Nordeste,2011,Santo Domingo,1406.8,1232.8,1232.8
Oriente,2011,Sonsón,3398,2698,2967.8
Occidente,2011,Sopetrán,1020,915,1281
Suroeste,2011,Támesis,2833.3,2479.8,3223.7
Suroeste,2011,Tarso,1019.8,834.8,1001.8
Suroeste,2011,Titiribí,575,460.5,414.5
Norte,2011,Toledo,1004.6,877.6,1316.4
Occidente,2011,Uramita,1271,1231,984.8
Suroeste,2011,Urrao,1254.5,1113.5,1336.2
Norte,2011,Valdivia,36,30,11.4
Suroeste,2011,Valparaiso,514,436,654
Nordeste,2011,Vegachí,520,509,356.3
Suroeste,2011,Venecia,702,550.8,936.4
Nordeste,2011,Yalí,331,263,131.5
Norte,2011,Yarumal,359.4,249.4,311.8
Nordeste,2011,Yolombó,1912,1805,1805
Oriente,2012,Abejorral,3701,2826,2260.8
Occidente,2012,Abriaquí,153.5,136.5,117.4
Oriente,2012,Alejandría,721.5,577.5,693
Suroeste,2012,Amagá,656,638.5,957.8
Nordeste,2012,Amalfi,1993.5,1426,1283.4
Suroeste,2012,Andes,11012,7012,9115.6
Suroeste,2012,Angelópolis,638,578,289
Norte,2012,Angostura,1355,1180,1475
Nordeste,2012,Anorí,397,294,323.4
Occidente,2012,Anzá,1041,598,717.6
Oriente,2012,Argelia,2060,1985,2977.5
Occidente,2012,Armenia,790.2,731.2,935.9
Valle de Aburra,2012,Barbosa,1382.1,1270.7,1270.7
Valle de Aburra,2012,Bello,214,211,189.9
Suroeste,2012,Betania,7100,6296,14480.8
Suroeste,2012,Betulia,5855.1,5039.3,9423.5
Norte,2012,Briceño,661.6,622.6,809.4
Occidente,2012,Buriticá,1023,993,794.4
Occidente,2012,Caicedo,1693.5,1439.5,1799.4
Valle de Aburra,2012,Caldas,236,236,283.2
Norte,2012,Campamento,250.1,211.9,211.9
Occidente,2012,Cañasgordas,3211,2206,3639.9
Magdalena Medio,2012,Caracolí,60,40,16
Suroeste,2012,Caramanta,1506,1506,753
Norte,2012,Carolina,18,3,3.6
Nordeste,2012,Cisneros,206,196,288.1
Suroeste,2012,Ciudad Bolívar,10990,7924,13867
Oriente,2012,Cocorná,937,874,611.8
Oriente,2012,Concepción,153,119,148.8
Suroeste,2012,Concordia,6988,5138,10276
Valle de Aburra,2012,Copacabana,142,141,98.7
Occidente,2012,Dabeiba,2069,1889,2125.1
Norte,2012,Don Matías,148,130,114.4
Occidente,2012,Ebéjico,1945.9,1000,1500
Oriente,2012,El Carmen De Viboral,305,140,112
Oriente,2012,El Peñol,589,320,448
Oriente,2012,El Retiro,284,229,343.5
Valle de Aburra,2012,Envigado,10,10,12.5
Suroeste,2012,Fredonia,2312.5,2044.5,4089
Occidente,2012,Frontino,1089,718.3,1077.5
Occidente,2012,Giraldo,789.3,781,859.1
Valle de Aburra,2012,Girardota,363,341,511.5
Norte,2012,Gómez Plata,828.7,663,530.4
Oriente,2012,Granada,210,195,195
Norte,2012,Guadalupe,548.2,482.7,603.4
Oriente,2012,Guatapé,20,20,12
Occidente,2012,Heliconia,1248,1140.5,1140.5
Suroeste,2012,Hispania,672.5,544.5,816.8
Norte,2012,Ituango,3203.8,2862.8,3220.7
Suroeste,2012,Jardín,2436,1914,3828
Suroeste,2012,Jericó,1977,1632,2399
Valle de Aburra,2012,La Estrella,70,70,101.5
Occidente,2012,Liborina,1537,1464,2196
Magdalena Medio,2012,Maceo,323,263,157.8
Oriente,2012,Marinilla,23,15,15
Valle de Aburra,2012,Medellín,1087,1074,859.2
Suroeste,2012,Montebello,1910,1706,1876.6
Oriente,2012,Nariño,3069,2829,2829
Occidente,2012,Olaya,399,347,329.7
Occidente,2012,Peque,1310,1202,1081.8
Suroeste,2012,Pueblorrico,1740.4,1171.5,1640.1
Occidente,2012,Sabanalarga,1591,1276,1595
Valle de Aburra,2012,Sabaneta,38,38,57
Suroeste,2012,Salgar,7166,5142.7,8228.3
Norte,2012,San Andrés De Cuerquia,1033.5,774.9,681.9
Oriente,2012,San Carlos,1149.5,1035,703.8
Oriente,2012,San Francisco,92.2,36.8,41.2
Occidente,2012,San Jerónimo,621,621,931.5
Oriente,2012,San Luis,26,18,9
Oriente,2012,San Rafael,1214.5,983.5,491.8
Nordeste,2012,San Roque,1192.9,872.9,838
Suroeste,2012,Santa Bárbara,2705.1,2405,3126.5
Occidente,2012,Santa Fe De Antioquia,2155,1389,2083.5
Norte,2012,Santa Rosa De Osos,696,618,772.5
Nordeste,2012,Santo Domingo,1432.5,1067.3,1174
Oriente,2012,Sonsón,3383,3013,2440.5
Occidente,2012,Sopetrán,1100,980,1470
Suroeste,2012,Támesis,2833.3,2625.8,3413.5
Suroeste,2012,Tarso,1079,686.1,960.5
Suroeste,2012,Titiribí,575,474,474
Norte,2012,Toledo,1004.6,882.6,1323.9
Occidente,2012,Uramita,1271,1271,1016.8
Suroeste,2012,Urrao,1258.5,1161.5,1393.8
Norte,2012,Valdivia,36,30,11.4
Suroeste,2012,Valparaiso,716,399,598.5
Nordeste,2012,Vegachí,530,520,364
Suroeste,2012,Venecia,706,504.5,857.7
Nordeste,2012,Yalí,339,321,160.5
Norte,2012,Yarumal,359.4,270.4,405.6
Nordeste,2012,Yolombó,1937,1817,1817
Oriente,2013,Abejorral,3339,2989,2690.1
Occidente,2013,Abriaquí,153.1,131.1,118
Oriente,2013,Alejandría,721.5,571.5,685.8
Suroeste,2013,Amagá,671,602,722.4
Nordeste,2013,Amalfi,2193.5,1345,1210.5
Suroeste,2013,Andes,11072,7892,10259.6
Suroeste,2013,Angelópolis,654,541,270.5
Norte,2013,Angostura,1367,1295,1683.5
Nordeste,2013,Anorí,358,278,305.8
Occidente,2013,Anzá,1749,1481,1629.1
Oriente,2013,Argelia,1393.9,998,1130.7
Occidente,2013,Armenia,790.2,713.2,855.8
Valle de Aburra,2013,Barbosa,1357.6,1206.2,1206.2
Valle de Aburra,2013,Bello,147,145,145
Suroeste,2013,Betania,7699,6596,11872.8
Suroeste,2013,Betulia,5500,4191,9220.2
Norte,2013,Briceño,761.6,611.6,672.8
Occidente,2013,Buriticá,995,953,953
Occidente,2013,Caicedo,1693.5,1523.5,1904.4
Valle de Aburra,2013,Caldas,230,224,224
Norte,2013,Campamento,250.1,250.1,250.1
Occidente,2013,Cañasgordas,3231,2831,5095.8
Magdalena Medio,2013,Caracolí,60,60,24
Suroeste,2013,Caramanta,850,850,425
Norte,2013,Carolina,19,3,3
Nordeste,2013,Cisneros,156,146,204.4
Suroeste,2013,Ciudad Bolívar,11027,8825,15885
Oriente,2013,Cocorná,921,849,764.1
Oriente,2013,Concepción,148,133,172.9
Suroeste,2013,Concordia,7544.2,6475,14245
Valle de Aburra,2013,Copacabana,142,141,98.7
Occidente,2013,Dabeiba,2069,1894,2130.8
Norte,2013,Don Matías,156,142,127.8
Occidente,2013,Ebéjico,1925.9,1625.9,2438.9
Oriente,2013,El Carmen De Viboral,303,195,156
Oriente,2013,El Peñol,596,446,669
Oriente,2013,El Retiro,279,247,370.5
Valle de Aburra,2013,Envigado,10,10,12.5
Suroeste,2013,Fredonia,2312.5,2312.5,4625
Occidente,2013,Frontino,1089,803,1204.5
Occidente,2013,Giraldo,753.2,711.6,782.8
Valle de Aburra,2013,Girardota,355.2,327.8,491.7
Norte,2013,Gómez Plata,846.1,662.3,529.8
Oriente,2013,Granada,252,175,192.5
Norte,2013,Guadalupe,583.2,493.2,591.8
Oriente,2013,Guatapé,7,7,6.3
Occidente,2013,Heliconia,1229.3,1078.4,1078.4
Suroeste,2013,Hispania,672.5,672.5,1008.8
Norte,2013,Ituango,3375.6,2859,5003.3
Suroeste,2013,Jardín,2366,1906,3812
Suroeste,2013,Jericó,1990,1754,2631
Valle de Aburra,2013,La Estrella,69,69,103.5
Occidente,2013,Liborina,1537,1464,2196
Magdalena Medio,2013,Maceo,333,283,169.8
Oriente,2013,Marinilla,53,39,39
Valle de Aburra,2013,Medellín,1087,1077,861.6
Suroeste,2013,Montebello,1910,1910,2101
Oriente,2013,Nariño,1629,1517,2427.2
Occidente,2013,Olaya,399,359,430.8
Occidente,2013,Peque,1310,1136,1022.4
Suroeste,2013,Pueblorrico,1755.1,1216.6,1581.6
Occidente,2013,Sabanalarga,1637.3,1400.4,2450.7
Valle de Aburra,2013,Sabaneta,69,63,94.5
Suroeste,2013,Salgar,8249,6412,12824
Norte,2013,San Andrés De Cuerquia,1028.5,978.5,978.5
Oriente,2013,San Carlos,910,703.5,844.2
Oriente,2013,San Francisco,340,306,214.2
Occidente,2013,San Jerónimo,636,606,909
Oriente,2013,San Luis,304.8,228.2,114.1
Oriente,2013,San Rafael,1219,888,532.8
Nordeste,2013,San Roque,1154,989,989
Suroeste,2013,Santa Bárbara,2593.8,2102.9,2313.2
Occidente,2013,Santa Fe De Antioquia,2250.5,1556.6,2334.9
Norte,2013,Santa Rosa De Osos,700,618,803.4
Nordeste,2013,Santo Domingo,1443.5,1326.7,1592
Oriente,2013,Sonsón,3466,2964,3853.2
Occidente,2013,Sopetrán,1120,972,1458
Suroeste,2013,Támesis,2913.3,2833.3,3683.3
Suroeste,2013,Tarso,1084.8,827.1,1240.7
Suroeste,2013,Titiribí,549,486.5,681.1
Norte,2013,Toledo,1004.6,1004.6,1506.9
Occidente,2013,Uramita,1271,1271,1016.8
Suroeste,2013,Urrao,1258.5,1254.5,1505.4
Norte,2013,Valdivia,109.5,75,9.1
Suroeste,2013,Valparaiso,704,429,643.5
Nordeste,2013,Vegachí,530,506,404.8
Suroeste,2013,Venecia,752,527.5,949.5
Nordeste,2013,Yalí,346,297,148.5
Norte,2013,Yarumal,367.4,320.4,480.6
Nordeste,2013,Yolombó,1879,1736,2604
Oriente,2014,Abejorral,3452,2642,2642
Occidente,2014,Abriaquí,153.1,138.1,124.29
Oriente,2014,Alejandría,719.5,639.5,1215.05
Suroeste,2014,Amagá,692,615,738
Nordeste,2014,Amalfi,2290.5,1823.5,1641.15
Suroeste,2014,Andes,11072,7222,9388.6
Suroeste,2014,Angelópolis,670,536,268
Norte,2014,Angostura,1373,1330,1729
Nordeste,2014,Anorí,358,313,250.4
Occidente,2014,Anzá,1750,1700,1870
Oriente,2014,Argelia,1497.9,1163,1977.1
Occidente,2014,Armenia,790.2,768.2,921.84
Valle de Aburra,2014,Barbosa,1357.5,1314.2,2365.56
Valle de Aburra,2014,Bello,156,145,130.5
Suroeste,2014,Betania,7699,6800,12240
Suroeste,2014,Betulia,6519,6017,13237.4
Norte,2014,Briceño,933.6,589.6,884.4
Occidente,2014,Buriticá,997,962,962
Valle de Aburra,2014,Caldas,230,230,230
Norte,2014,Campamento,427.1,180.1,270.15
Occidente,2014,Cañasgordas,3252,3130,5008
Magdalena Medio,2014,Caracolí,50,50,20
Suroeste,2014,Caramanta,550,520,780
Norte,2014,Carolina,19,13,14.3
Nordeste,2014,Cisneros,156,156,218.4
Suroeste,2014,Ciudad Bolívar,10412,8677,15618.6
Oriente,2014,Cocorná,793,709,779.9
Oriente,2014,Concepción,143,123,153.75
Suroeste,2014,Concordia,7525.46,6014.99,12029.98
Valle de Aburra,2014,Copacabana,142,141,98.7
Occidente,2014,Dabeiba,2094,1996,2235.52
Norte,2014,Don Matías,190,150,135
Occidente,2014,Ebéjico,1925.9,1275.9,1913.85
Oriente,2014,El Carmen De Viboral,291,261,208.8
Suroeste,2014,Jardín,2366,2056,4112
Oriente,2014,El Peñol,610,545,872
Oriente,2014,El Retiro,186,151,226.5
Valle de Aburra,2014,Envigado,10,10,12
Occidente,2014,Frontino,1119,1006,1509
Occidente,2014,Giraldo,712,10,11
Valle de Aburra,2014,Girardota,323.2,323.2,500.96
Norte,2014,Gómez Plata,851.1,803,481.8
Oriente,2014,Granada,257,201,321.6
Norte,2014,Guadalupe,596.4,405.2,445.72
Oriente,2014,Guatapé,4,4,3.2
Occidente,2014,Heliconia,1244,1138.6,1138.6
Norte,2014,Ituango,2999.1,2673,5078.7
Suroeste,2014,Jericó,2009,1724,2586
Valle de Aburra,2014,La Estrella,69,69,103.5
Magdalena Medio,2014,Maceo,333,283,169.8
Oriente,2014,Marinilla,61,48,48
Valle de Aburra,2014,Medellín,1090,1087,869.6
Suroeste,2014,Montebello,1770,1470,1617
Oriente,2014,Nariño,1730,1424,1851.2
Occidente,2014,Olaya,399,359,430.8
Occidente,2014,Peque,1243,873,1222.2
Suroeste,2014,Pueblorrico,1734.3,1443.1,1876.03
Occidente,2014,Sabanalarga,1694,1591,2863.8
Valle de Aburra,2014,Sabaneta,48,46,69
Suroeste,2014,Salgar,8307,6920,12456
Norte,2014,San Andrés De Cuerquia,1028,1028,1028
Oriente,2014,San Carlos,770.9,747.7,1495.4
Oriente,2014,San Francisco,360,338,405.6
Occidente,2014,San Jerónimo,635.7,524.6,629.52
Oriente,2014,San Luis,304.8,294.8,235.84
Oriente,2014,San Rafael,1226,1056,633.6
Nordeste,2014,San Roque,1158,1048,1048
Suroeste,2014,Santa Bárbara,3221,2846,3130.6
Occidente,2014,Santa Fe De Antioquia,2275,1657.8,1989.36
Norte,2014,Santa Rosa De Osos,742,669,869.7
Nordeste,2014,Santo Domingo,1399.5,1230.5,1599.65
Oriente,2014,Sonsón,3556,3156,4418.4
Occidente,2014,Sopetrán,1150,1056,1689.6
Suroeste,2014,Támesis,2913,2833.3,2833.3
Suroeste,2014,Tarso,1095.6,966.5,1449.75
Suroeste,2014,Titiribí,566,482.5,820.25
Norte,2014,Toledo,1200,900,1350
Occidente,2014,Uramita,1271,1271,1016.8
Suroeste,2014,Urrao,986,951,1141.2
Norte,2014,Valdivia,108.5,68,54.4
Suroeste,2014,Valparaiso,679,299,448.5
Nordeste,2014,Vegachí,542,517,413.6
Suroeste,2014,Venecia,752,586,1054.8
Nordeste,2014,Yalí,357,286,143
Norte,2014,Yarumal,395,344.6,516.9
Nordeste,2014,Yolombó,1774,1742,2613
Occidente,2015,San Jerónimo,653.7,534.6,641.52
Occidente,2015,Frontino,1077,989,1483.5
Suroeste,2015,Andes,11072,10122,13158.6
Suroeste,2015,Valparaiso,679,679,1018.5
Norte,2015,Gómez Plata,851.1,841.1,504.66
Suroeste,2015,Montebello,1770,1470,1617
Suroeste,2015,Caramanta,550,520,780
Oriente,2015,San Carlos,770.9,769.7,1539.4
Oriente,2015,San Rafael,1226,1116,669.6
Oriente,2015,El Retiro,186,174,261
Oriente,2015,La Ceja,422,410,492
Norte,2015,Santa Rosa De Osos,747,695.6,904.28
Occidente,2015,Santa Fe De Antioquia,2229.7,1914.8,2106.28
Suroeste,2015,Fredonia,2630,2340,3042
Suroeste,2015,Hispania,1119,944,1321.6
Oriente,2015,San Francisco,380,332,365.2
Oriente,2015,Sonsón,3556,3286,4600.4
Oriente,2015,San Luis,304.8,299.8,239.84
Oriente,2015,Nariño,1535,1327,1725.1
Oriente,2015,Marinilla,67,54,54
Oriente,2015,Guatapé,3,3,2.4
Oriente,2015,Granada,257,214,342.4
Oriente,2015,El Carmen De Viboral,151,146,116.8
Oriente,2015,El Peñol,630,565,904
Oriente,2015,Concepción,143,138,179.4
Oriente,2015,Cocorná,783,743,817.3
Oriente,2015,Argelia,1298.9,1076.7,1938.06
Oriente,2015,Alejandría,711.5,677.5,1287.25
Oriente,2015,Abejorral,3339,3043,3043
Nordeste,2015,Cisneros,206.1,149,223.5
Suroeste,2015,Venecia,762,599,1078.2
Suroeste,2015,Urrao,991.5,918.5,1102.2
Suroeste,2015,Titiribí,568,479,862.2
Suroeste,2015,Tarso,1098.7,899.5,1349.25
Suroeste,2015,Támesis,2913.3,2913.3,3787.29
Suroeste,2015,Santa Bárbara,3221,2881,3169.1
Suroeste,2015,Salgar,7769,6978,12560.4
Suroeste,2015,Pueblorrico,1742,1447.2,1881.36
Suroeste,2015,Jericó,2009,1734,2601
Suroeste,2015,Concordia,7480.4,6034.2,15085.5
Suroeste,2015,Ciudad Bolívar,10427,8468,15242.4
Suroeste,2015,Betulia,6544,5172,10344
Suroeste,2015,Betania,7699,7699,13858.2
Suroeste,2015,Angelópolis,675,652,326
Suroeste,2015,Amagá,697,595,714
Occidente,2015,Uramita,1271,1271,1016.8
Nordeste,2015,Vegachí,547,523,418.4
Occidente,2015,Sopetrán,1168,1101,1761.6
Occidente,2015,Liborina,1565,1503,2104.2
Occidente,2015,Sabanalarga,1694,1691,3043.8
Occidente,2015,Peque,1323,943,1697.4
Occidente,2015,Olaya,406,399,518.7
Occidente,2015,Heliconia,1245.3,1230.3,2460.6
Occidente,2015,Giraldo,726,710,1420
Occidente,2015,Dabeiba,2094,1996,2195.6
Occidente,2015,Cañasgordas,3199.5,3099,4958.4
Occidente,2015,Caicedo,2301.8,2122.3,4456.83
Occidente,2015,Buriticá,1002,975,975
Occidente,2015,Armenia,725,648,972
Occidente,2015,Anzá,1350,1138,1479.4
Norte,2015,Yarumal,338,309.3,463.95
Norte,2015,Toledo,1200,900,1350
Norte,2015,San Andrés De Cuerquia,1028,1028,1028
Norte,2015,Ituango,2864.8,2777,5276.3
Norte,2015,Guadalupe,557.4,524.4,734.16
Norte,2015,Don Matías,190,156,140.4
Norte,2015,Carolina,19,19,20.9
Norte,2015,Campamento,427.1,180.1,216.12
Norte,2015,Briceño,961.6,728.6,874.32
Norte,2015,Angostura,1273.5,1232.8,1602.64
Valle de Aburra,2015,Medellín,1201,1144,915.2
Valle de Aburra,2015,Girardota,249,229,354.95
Valle de Aburra,2015,Sabaneta,48,46,69
Valle de Aburra,2015,La Estrella,69,69,103.5
Valle de Aburra,2015,Envigado,10,10,13
Valle de Aburra,2015,Copacabana,142,142,99.4
Valle de Aburra,2015,Caldas,250,230,230
Valle de Aburra,2015,Bello,156,147,132.3
Valle de Aburra,2015,Barbosa,1209.5,937.4,1968.54
Norte,2015,Valdivia,100.5,71.5,50.05
Magdalena Medio,2015,Maceo,333,333,199.8
Magdalena Medio,2015,Caracolí,50,50,20
Nordeste,2015,Yolombó,1783,1713,2569.5
Nordeste,2015,Yalí,364,302,151
Nordeste,2015,Santo Domingo,1399.5,1321.5,1717.95
Nordeste,2015,San Roque,1228,1113,1113
Nordeste,2015,Anorí,358,358,286.4
Nordeste,2015,Amalfi,2462.5,1909.5,1718.55
Suroeste,2015,Jardín,2426,2076,4152
Oriente,2016,San Carlos,791.9,757.7,2273.1
Suroeste,2016,Betulia,6586,5816,12795.2
Suroeste,2016,Jardín,2441,2336,3036.8
Suroeste,2016,Santa Bárbara,2389,2239,2462.9
Norte,2016,Valdivia,73,65,45.5
Suroeste,2016,Venecia,762,608,1216
Suroeste,2016,Valparaiso,691,665,798
Suroeste,2016,Urrao,991.5,991.5,1189.8
Suroeste,2016,Titiribí,545,459,826.2
Suroeste,2016,Tarso,1108.8,978.7,1468.05
Suroeste,2016,Támesis,1885,1885,2450.5
Suroeste,2016,Salgar,7814,6642,15940.8
Suroeste,2016,Pueblorrico,1788,1588,2858.4
Suroeste,2016,Montebello,1770,1170,1287
Suroeste,2016,Jericó,1618,1498,2996
Suroeste,2016,Hispania,1209,1158,2200.2
Suroeste,2016,Fredonia,2630,2630,3419
Suroeste,2016,Concordia,7480.4,6525.4,16313.5
Suroeste,2016,Ciudad Bolívar,10233,8774,15793.2
Suroeste,2016,Caramanta,804,634,951
Suroeste,2016,Betania,6452,5485,9873
Suroeste,2016,Angelópolis,677,670,603
Suroeste,2016,Andes,10373,9008,13512
Suroeste,2016,Amagá,707,540,756
Oriente,2016,Sonsón,3885,3406,5449.6
Oriente,2016,San Luis,300,287,401.8
Oriente,2016,San Francisco,289,238,261.8
Oriente,2016,Nariño,1614,1126,1914.2
Oriente,2016,Marinilla,73,61,61
Oriente,2016,La Ceja,436,387,464.4
Oriente,2016,Guatapé,17,4,12
Oriente,2016,Granada,251,231,392.7
Oriente,2016,El Retiro,196,182,273
Oriente,2016,El Peñol,288,242,423.5
Oriente,2016,El Carmen De Viboral,156,136,108.8
Oriente,2016,Concepción,151,133,133
Oriente,2016,Cocorná,783,743,817.3
Oriente,2016,Argelia,1115,1045,1881
Oriente,2016,Alejandría,721.5,681.5,1294.85
Oriente,2016,Abejorral,3354,2854,4281
Norte,2016,Gómez Plata,284,272,326.4
Norte,2016,Yarumal,342,302.3,453.45
Norte,2016,Toledo,1192,1007,1510.5
Norte,2016,Santa Rosa De Osos,738,687,1099.2
Norte,2016,San Andrés De Cuerquia,1027,1022,1022
Norte,2016,Ituango,3077,2934,5574.6
Norte,2016,Guadalupe,515,458,732.8
Norte,2016,Don Matías,241,231,277.2
Norte,2016,Carolina,21.5,19,20.9
Norte,2016,Campamento,427.1,427.1,512.52
Norte,2016,Briceño,632,532,744.8
Norte,2016,Angostura,964.5,898.5,1617.3
Nordeste,2016,Vegachí,552,537,429.6
Occidente,2016,Uramita,1271,1271,1016.8
Occidente,2016,Sopetrán,1186,1138,1820.8
Occidente,2016,Santa Fe De Antioquia,1747,1523,2436.8
Occidente,2016,San Jerónimo,654,636,954
Occidente,2016,Sabanalarga,1722,1694,3388
Occidente,2016,Peque,1338,1133,2039.4
Occidente,2016,Olaya,411,403,564.2
Occidente,2016,Liborina,1770,1379,2482.2
Occidente,2016,Heliconia,1259.3,1215.3,5468.85
Occidente,2016,Giraldo,730,662,1324
Occidente,2016,Frontino,669,609,1096.2
Occidente,2016,Ebéjico,2080.7,1923.4,2115.74
Occidente,2016,Dabeiba,2234,1655,2648
Occidente,2016,Cañasgordas,3270,3121,4993.6
Occidente,2016,Caicedo,2392.8,2206.8,4854.96
Occidente,2016,Buriticá,990,924,1386
Occidente,2016,Armenia,737.5,632.5,948.75
Occidente,2016,Anzá,1800,1200,3480
Occidente,2016,Abriaquí,123,97,213.4
Nordeste,2016,Yolombó,1444,1345,1614
Nordeste,2016,Yalí,365,322,161
Nordeste,2016,San Roque,1257,1186,1186
Nordeste,2016,Santo Domingo,1404.5,1399.5,1819.35
Nordeste,2016,Cisneros,251.1,206.1,288.54
Nordeste,2016,Anorí,363,358,429.6
Nordeste,2016,Amalfi,2486.5,2254.5,2029.05
Valle de Aburra,2016,Medellín,1201,1201,960.8
Valle de Aburra,2016,Sabaneta,42.4,41.5,62.25
Valle de Aburra,2016,La Estrella,69,69,103.5
Valle de Aburra,2016,Girardota,294.7,285.2,442.06
Valle de Aburra,2016,Copacabana,144,137.1,109.68
Valle de Aburra,2016,Caldas,151.6,127.2,318
Valle de Aburra,2016,Bello,156,156,156
Valle de Aburra,2016,Barbosa,1207.5,1059.5,1589.25
Magdalena Medio,2016,Maceo,333,333,199.8
Magdalena Medio,2016,Caracolí,35,35,14
Norte,2017,Valdivia,65,65,45.5
Magdalena Medio,2017,Caracolí,35,35,14
Magdalena Medio,2017,Maceo,333,333,199.8
Nordeste,2017,Amalfi,2507.5,2275.5,2047.95
Nordeste,2017,Anorí,373,363,435.6
Nordeste,2017,Cisneros,251.1,206.1,288.54
Nordeste,2017,San Roque,1255,1198,1198
Nordeste,2017,Santo Domingo,1414.5,1399.5,1819.35
Nordeste,2017,Yolombó,1446,1335,1602
Norte,2017,Angostura,969.5,958.5,1917
Norte,2017,Briceño,657,562,786.8
Norte,2017,Campamento,427.1,427.1,512.52
Norte,2017,Don Matías,261,211,400.9
Norte,2017,Gómez Plata,703,620,638.6
Norte,2017,Guadalupe,422,410,656
Norte,2017,Ituango,3027,2949,5455.65
Norte,2017,Santa Rosa De Osos,727,674,1078.4
Norte,2017,Toledo,1177,1067,1493.8
Norte,2017,Yarumal,306,302,453
Occidente,2017,Abriaquí,134,100,240
Occidente,2017,Armenia,708.5,660.5,990.75
Occidente,2017,Buriticá,919.2,798.1,1037.53
Occidente,2017,Caicedo,2402.8,2312.8,6475.84
Occidente,2017,Dabeiba,2284,1994,3190.4
